New Participant,,
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)

New Participant,,
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)
,,$(0.00, 0.00, 0.02)

